用户ID,商品ID,商品类目ID,行为类型,时间戳,时间,日期,小时,星期几
1000222,2384772,1464116,加购,1511935616,2017-11-29 06:06:56,2017-11-29,6,2
1000222,4429587,2735466,点击,1511935721,2017-11-29 06:08:41,2017-11-29,6,2
1000222,2909304,2735466,加购,1511935784,2017-11-29 06:09:44,2017-11-29,6,2
1000222,4260467,2735466,点击,1511935801,2017-11-29 06:10:01,2017-11-29,6,2
1000222,3262244,2735466,点击,1511935825,2017-11-29 06:10:25,2017-11-29,6,2
1000222,2821630,2735466,购买,1511951856,2017-11-29 10:37:36,2017-11-29,10,2
1000222,4429587,2735466,购买,1511951856,2017-11-29 10:37:36,2017-11-29,10,2
1000222,160556,2885642,点击,1511951902,2017-11-29 10:38:22,2017-11-29,10,2
1000222,548374,4756105,点击,1512008501,2017-11-30 02:21:41,2017-11-30,2,3
1000222,1349892,2241047,点击,1512039827,2017-11-30 11:03:47,2017-11-30,11,3
1000222,2871344,3673501,点击,1512055392,2017-11-30 15:23:12,2017-11-30,15,3
1000222,4270563,611849,加购,1512176685,2017-12-02 01:04:45,2017-12-02,1,5
1000222,1006260,611849,加购,1512176731,2017-12-02 01:05:31,2017-12-02,1,5
1000222,920860,611849,点击,1512176758,2017-12-02 01:05:58,2017-12-02,1,5
1000222,1279442,3598912,加购,1512182735,2017-12-02 02:45:35,2017-12-02,2,5
1000222,2510583,3598912,点击,1512182849,2017-12-02 02:47:29,2017-12-02,2,5
1000222,1279442,3598912,点击,1512182925,2017-12-02 02:48:45,2017-12-02,2,5
1000222,3534422,3087458,加购,1512182953,2017-12-02 02:49:13,2017-12-02,2,5
1000228,2789982,1568197,点击,1511581781,2017-11-25 03:49:41,2017-11-25,3,5
1000228,307307,1568197,点击,1511581894,2017-11-25 03:51:34,2017-11-25,3,5
1000228,3413834,235534,点击,1511581905,2017-11-25 03:51:45,2017-11-25,3,5
1000228,2694312,235534,点击,1511581947,2017-11-25 03:52:27,2017-11-25,3,5
1000228,3384888,235534,点击,1511581955,2017-11-25 03:52:35,2017-11-25,3,5
1000228,518032,1379146,点击,1511581963,2017-11-25 03:52:43,2017-11-25,3,5
1000228,2403107,235534,点击,1511581977,2017-11-25 03:52:57,2017-11-25,3,5
1000228,4622113,235534,点击,1511582007,2017-11-25 03:53:27,2017-11-25,3,5
1000228,1212778,1792277,点击,1511587245,2017-11-25 05:20:45,2017-11-25,5,5
1000228,1691875,2640118,点击,1511587487,2017-11-25 05:24:47,2017-11-25,5,5
1000228,4552553,4513450,点击,1511587749,2017-11-25 05:29:09,2017-11-25,5,5
1000228,2433190,1046047,点击,1511589728,2017-11-25 06:02:08,2017-11-25,6,5
1000228,4959556,1046047,点击,1511589736,2017-11-25 06:02:16,2017-11-25,6,5
1000228,3336658,1046047,点击,1511589843,2017-11-25 06:04:03,2017-11-25,6,5
1000228,1789521,1046047,点击,1511589879,2017-11-25 06:04:39,2017-11-25,6,5
1000228,4375761,1046047,点击,1511589904,2017-11-25 06:05:04,2017-11-25,6,5
1000228,1946574,1046047,点击,1511589954,2017-11-25 06:05:54,2017-11-25,6,5
1000228,4409523,1046047,点击,1511590067,2017-11-25 06:07:47,2017-11-25,6,5
1000228,3020772,1046047,点击,1511590155,2017-11-25 06:09:15,2017-11-25,6,5
1000228,279581,1046047,点击,1511590173,2017-11-25 06:09:33,2017-11-25,6,5
1000228,648495,1046047,点击,1511590193,2017-11-25 06:09:53,2017-11-25,6,5
1000228,2355608,1046047,点击,1511590224,2017-11-25 06:10:24,2017-11-25,6,5
1000228,1947220,1046047,点击,1511590350,2017-11-25 06:12:30,2017-11-25,6,5
1000228,2730342,1046047,点击,1511590378,2017-11-25 06:12:58,2017-11-25,6,5
1000228,776954,1046047,点击,1511590449,2017-11-25 06:14:09,2017-11-25,6,5
1000228,501567,1046047,点击,1511590488,2017-11-25 06:14:48,2017-11-25,6,5
1000228,1947220,1046047,点击,1511590495,2017-11-25 06:14:55,2017-11-25,6,5
1000228,4874474,1046047,点击,1511590510,2017-11-25 06:15:10,2017-11-25,6,5
1000228,5126071,1046047,点击,1511590552,2017-11-25 06:15:52,2017-11-25,6,5
1000228,4874474,1046047,点击,1511590652,2017-11-25 06:17:32,2017-11-25,6,5
1000228,2730342,1046047,点击,1511590863,2017-11-25 06:21:03,2017-11-25,6,5
1000228,1339663,1046047,点击,1511591066,2017-11-25 06:24:26,2017-11-25,6,5
1000228,1947220,1046047,点击,1511591073,2017-11-25 06:24:33,2017-11-25,6,5
1000228,4874474,1046047,点击,1511591162,2017-11-25 06:26:02,2017-11-25,6,5
1000228,1947220,1046047,点击,1511591188,2017-11-25 06:26:28,2017-11-25,6,5
1000228,2730342,1046047,购买,1511592684,2017-11-25 06:51:24,2017-11-25,6,5
1000228,4232738,4339722,点击,1511609450,2017-11-25 11:30:50,2017-11-25,11,5
1000228,3799777,4339722,点击,1511609504,2017-11-25 11:31:44,2017-11-25,11,5
1000228,2285833,4339722,加购,1511609548,2017-11-25 11:32:28,2017-11-25,11,5
1000228,3989224,4339722,点击,1511611668,2017-11-25 12:07:48,2017-11-25,12,5
1000228,4232738,4339722,点击,1511611734,2017-11-25 12:08:54,2017-11-25,12,5
1000228,1809469,323851,点击,1511611767,2017-11-25 12:09:27,2017-11-25,12,5
1000228,2951109,323851,点击,1511611801,2017-11-25 12:10:01,2017-11-25,12,5
1000228,494417,323851,点击,1511611808,2017-11-25 12:10:08,2017-11-25,12,5
1000228,3952751,323851,点击,1511611818,2017-11-25 12:10:18,2017-11-25,12,5
1000228,3712262,1331853,点击,1511614554,2017-11-25 12:55:54,2017-11-25,12,5
1000228,1309548,3059103,点击,1511614578,2017-11-25 12:56:18,2017-11-25,12,5
1000228,1312452,3059103,点击,1511614583,2017-11-25 12:56:23,2017-11-25,12,5
1000228,1264996,2476560,点击,1511614593,2017-11-25 12:56:33,2017-11-25,12,5
1000228,3122355,1916025,点击,1511614627,2017-11-25 12:57:07,2017-11-25,12,5
1000228,1188371,1331853,点击,1511615910,2017-11-25 13:18:30,2017-11-25,13,5
1000228,450309,1916025,点击,1511615924,2017-11-25 13:18:44,2017-11-25,13,5
1000228,3712262,1331853,点击,1511616350,2017-11-25 13:25:50,2017-11-25,13,5
1000228,2675658,2476560,点击,1511616370,2017-11-25 13:26:10,2017-11-25,13,5
1000228,4923616,1331853,点击,1511616376,2017-11-25 13:26:16,2017-11-25,13,5
1000228,765808,4138583,点击,1511616482,2017-11-25 13:28:02,2017-11-25,13,5
1000228,2749663,1331853,加购,1511616572,2017-11-25 13:29:32,2017-11-25,13,5
1000228,2624906,1331853,加购,1511616647,2017-11-25 13:30:47,2017-11-25,13,5
1000228,2452738,2476560,点击,1511616713,2017-11-25 13:31:53,2017-11-25,13,5
1000228,1204785,2476560,点击,1511616732,2017-11-25 13:32:12,2017-11-25,13,5
1000228,3345192,4138583,加购,1511617174,2017-11-25 13:39:34,2017-11-25,13,5
1000228,1101637,1331853,点击,1511617216,2017-11-25 13:40:16,2017-11-25,13,5
1000228,4667140,1331853,点击,1511617226,2017-11-25 13:40:26,2017-11-25,13,5
1000228,3875851,2945933,点击,1511617243,2017-11-25 13:40:43,2017-11-25,13,5
1000228,425138,661759,点击,1511617260,2017-11-25 13:41:00,2017-11-25,13,5
1000228,2624906,1331853,点击,1511617270,2017-11-25 13:41:10,2017-11-25,13,5
1000228,4706681,4138583,加购,1511617992,2017-11-25 13:53:12,2017-11-25,13,5
1000228,3486596,4138583,点击,1511618425,2017-11-25 14:00:25,2017-11-25,14,5
1000228,3828089,2476560,点击,1511618727,2017-11-25 14:05:27,2017-11-25,14,5
1000228,1041676,4138583,点击,1511619201,2017-11-25 14:13:21,2017-11-25,14,5
1000228,1056598,1331853,点击,1511619495,2017-11-25 14:18:15,2017-11-25,14,5
1000228,4859338,4138583,点击,1511619539,2017-11-25 14:18:59,2017-11-25,14,5
1000228,654121,2476560,点击,1511619564,2017-11-25 14:19:24,2017-11-25,14,5
1000228,1480050,2476560,加购,1511619869,2017-11-25 14:24:29,2017-11-25,14,5
1000228,2207091,2476560,点击,1511619912,2017-11-25 14:25:12,2017-11-25,14,5
1000228,2983170,2476560,点击,1511619989,2017-11-25 14:26:29,2017-11-25,14,5
1000228,1778117,2476560,点击,1511620292,2017-11-25 14:31:32,2017-11-25,14,5
1000228,2624906,1331853,点击,1511620318,2017-11-25 14:31:58,2017-11-25,14,5
1000228,2749663,1331853,点击,1511620981,2017-11-25 14:43:01,2017-11-25,14,5
1000228,2624906,1331853,点击,1511621129,2017-11-25 14:45:29,2017-11-25,14,5
1000228,3345192,4138583,点击,1511621219,2017-11-25 14:46:59,2017-11-25,14,5
1000228,4706681,4138583,点击,1511621266,2017-11-25 14:47:46,2017-11-25,14,5
1000228,338049,2476560,点击,1511621405,2017-11-25 14:50:05,2017-11-25,14,5
1000228,2851295,634390,点击,1511625575,2017-11-25 15:59:35,2017-11-25,15,5
1000228,2410458,4145813,点击,1511625804,2017-11-25 16:03:24,2017-11-25,16,5
1000228,1073983,4145813,点击,1511626147,2017-11-25 16:09:07,2017-11-25,16,5
1000228,3261458,4145813,点击,1511627308,2017-11-25 16:28:28,2017-11-25,16,5
1000228,2285833,4339722,点击,1511627477,2017-11-25 16:31:17,2017-11-25,16,5
1000228,1480371,883960,点击,1511660988,2017-11-26 01:49:48,2017-11-26,1,6
1000228,940943,883960,点击,1511661091,2017-11-26 01:51:31,2017-11-26,1,6
1000228,3565732,883960,点击,1511661139,2017-11-26 01:52:19,2017-11-26,1,6
1000228,1992539,3860845,点击,1511666975,2017-11-26 03:29:35,2017-11-26,3,6
1000228,1980396,3860845,点击,1511667069,2017-11-26 03:31:09,2017-11-26,3,6
1000228,3139864,2920476,点击,1511705144,2017-11-26 14:05:44,2017-11-26,14,6
1000228,3539538,2520377,点击,1511705166,2017-11-26 14:06:06,2017-11-26,14,6
1000228,571366,2920476,点击,1511705228,2017-11-26 14:07:08,2017-11-26,14,6
1000228,38891,1859277,点击,1511705315,2017-11-26 14:08:35,2017-11-26,14,6
1000228,4298530,1859277,点击,1511705428,2017-11-26 14:10:28,2017-11-26,14,6
1000228,455022,1859277,点击,1511705576,2017-11-26 14:12:56,2017-11-26,14,6
1000228,3219659,2520377,点击,1511705780,2017-11-26 14:16:20,2017-11-26,14,6
1000228,2723538,2520377,点击,1511705869,2017-11-26 14:17:49,2017-11-26,14,6
1000228,2985248,2520377,点击,1511705876,2017-11-26 14:17:56,2017-11-26,14,6
1000228,3611859,2520377,点击,1511705980,2017-11-26 14:19:40,2017-11-26,14,6
1000228,365538,982926,点击,1511706033,2017-11-26 14:20:33,2017-11-26,14,6
1000228,4946302,2520377,点击,1511706041,2017-11-26 14:20:41,2017-11-26,14,6
1000228,1845141,2520377,点击,1511706056,2017-11-26 14:20:56,2017-11-26,14,6
1000228,425604,982926,点击,1511706065,2017-11-26 14:21:05,2017-11-26,14,6
1000228,1477211,982926,点击,1511706100,2017-11-26 14:21:40,2017-11-26,14,6
1000228,3420562,2520377,点击,1511706112,2017-11-26 14:21:52,2017-11-26,14,6
1000228,1503068,2520377,点击,1511706199,2017-11-26 14:23:19,2017-11-26,14,6
1000228,2127636,2520377,点击,1511706259,2017-11-26 14:24:19,2017-11-26,14,6
1000228,2603169,2520377,点击,1511706399,2017-11-26 14:26:39,2017-11-26,14,6
1000228,1736527,2520377,点击,1511706959,2017-11-26 14:35:59,2017-11-26,14,6
1000228,4295168,1859277,点击,1511706974,2017-11-26 14:36:14,2017-11-26,14,6
1000228,759796,2520377,点击,1511707072,2017-11-26 14:37:52,2017-11-26,14,6
1000228,3430645,1859277,点击,1511707165,2017-11-26 14:39:25,2017-11-26,14,6
1000228,4784397,1859277,点击,1511707183,2017-11-26 14:39:43,2017-11-26,14,6
1000228,397372,1859277,点击,1511707200,2017-11-26 14:40:00,2017-11-26,14,6
1000228,1428245,1859277,点击,1511707291,2017-11-26 14:41:31,2017-11-26,14,6
1000228,4612885,1859277,点击,1511707312,2017-11-26 14:41:52,2017-11-26,14,6
1000228,4837185,1859277,点击,1511707361,2017-11-26 14:42:41,2017-11-26,14,6
1000228,3459242,1859277,点击,1511707403,2017-11-26 14:43:23,2017-11-26,14,6
1000228,56799,1859277,点击,1511707426,2017-11-26 14:43:46,2017-11-26,14,6
1000228,4473667,1859277,点击,1511707433,2017-11-26 14:43:53,2017-11-26,14,6
1000228,2629212,1859277,加购,1511707580,2017-11-26 14:46:20,2017-11-26,14,6
1000228,1952866,1859277,点击,1511740616,2017-11-26 23:56:56,2017-11-26,23,6
1000228,4693135,2640118,点击,1511742578,2017-11-27 00:29:38,2017-11-27,0,0
1000228,3635899,1792277,点击,1511742584,2017-11-27 00:29:44,2017-11-27,0,0
1000228,4693135,2640118,点击,1511742585,2017-11-27 00:29:45,2017-11-27,0,0
1000228,4116277,1792277,点击,1511742611,2017-11-27 00:30:11,2017-11-27,0,0
1000228,4758536,2558244,点击,1511742640,2017-11-27 00:30:40,2017-11-27,0,0
1000228,4116277,1792277,点击,1511742644,2017-11-27 00:30:44,2017-11-27,0,0
1000228,3635899,1792277,点击,1511742690,2017-11-27 00:31:30,2017-11-27,0,0
1000228,1596862,381850,点击,1511742707,2017-11-27 00:31:47,2017-11-27,0,0
1000228,1107436,3378887,点击,1511755118,2017-11-27 03:58:38,2017-11-27,3,0
1000228,1118725,3378887,点击,1511755229,2017-11-27 04:00:29,2017-11-27,4,0
1000228,1880571,3378887,点击,1511755436,2017-11-27 04:03:56,2017-11-27,4,0
1000228,1743733,3378887,点击,1511755569,2017-11-27 04:06:09,2017-11-27,4,0
1000228,4045244,3378887,点击,1511755636,2017-11-27 04:07:16,2017-11-27,4,0
1000228,3730396,3378887,点击,1511758175,2017-11-27 04:49:35,2017-11-27,4,0
1000228,451479,3378887,点击,1511758281,2017-11-27 04:51:21,2017-11-27,4,0
1000228,2147850,3378887,点击,1511758297,2017-11-27 04:51:37,2017-11-27,4,0
1000228,1784961,3378887,点击,1511758311,2017-11-27 04:51:51,2017-11-27,4,0
1000228,4497620,3378887,点击,1511758345,2017-11-27 04:52:25,2017-11-27,4,0
1000228,619424,3378887,点击,1511758429,2017-11-27 04:53:49,2017-11-27,4,0
1000228,3345192,4138583,点击,1511758607,2017-11-27 04:56:47,2017-11-27,4,0
1000228,1880571,3378887,加购,1511758641,2017-11-27 04:57:21,2017-11-27,4,0
1000228,619424,3378887,加购,1511758672,2017-11-27 04:57:52,2017-11-27,4,0
1000228,1986867,3378887,点击,1511758680,2017-11-27 04:58:00,2017-11-27,4,0
1000228,3350120,3378887,点击,1511758692,2017-11-27 04:58:12,2017-11-27,4,0
1000228,876342,3378887,点击,1511758719,2017-11-27 04:58:39,2017-11-27,4,0
1000228,164588,3378887,点击,1511758746,2017-11-27 04:59:06,2017-11-27,4,0
1000228,3730396,3378887,点击,1511758901,2017-11-27 05:01:41,2017-11-27,5,0
1000228,5139980,2640118,点击,1511794356,2017-11-27 14:52:36,2017-11-27,14,0
1000228,1422728,2640118,点击,1511794368,2017-11-27 14:52:48,2017-11-27,14,0
1000228,1073983,4145813,点击,1511798790,2017-11-27 16:06:30,2017-11-27,16,0
1000228,2420859,4145813,点击,1511798888,2017-11-27 16:08:08,2017-11-27,16,0
1000228,3978802,4145813,点击,1511800170,2017-11-27 16:29:30,2017-11-27,16,0
1000228,4622113,235534,点击,1511844636,2017-11-28 04:50:36,2017-11-28,4,1
1000228,2730342,1046047,点击,1511844672,2017-11-28 04:51:12,2017-11-28,4,1
1000228,1880571,3378887,点击,1511844744,2017-11-28 04:52:24,2017-11-28,4,1
1000228,4706681,4138583,点击,1511844768,2017-11-28 04:52:48,2017-11-28,4,1
1000228,619424,3378887,点击,1511848014,2017-11-28 05:46:54,2017-11-28,5,1
1000228,1880571,3378887,购买,1511848092,2017-11-28 05:48:12,2017-11-28,5,1
1000228,2624906,1331853,点击,1511848130,2017-11-28 05:48:50,2017-11-28,5,1
1000228,4706681,4138583,点击,1511848146,2017-11-28 05:49:06,2017-11-28,5,1
1000228,4866268,1916025,点击,1511848551,2017-11-28 05:55:51,2017-11-28,5,1
1000228,2185703,4138583,点击,1511858008,2017-11-28 08:33:28,2017-11-28,8,1
1000228,4461323,4339722,点击,1511869814,2017-11-28 11:50:14,2017-11-28,11,1
1000228,1483066,4339722,点击,1511869819,2017-11-28 11:50:19,2017-11-28,11,1
1000228,2764888,2640118,点击,1511869848,2017-11-28 11:50:48,2017-11-28,11,1
1000228,4632000,2640118,点击,1511872067,2017-11-28 12:27:47,2017-11-28,12,1
1000228,3177686,2640118,点击,1511872153,2017-11-28 12:29:13,2017-11-28,12,1
1000228,886690,330316,点击,1511873449,2017-11-28 12:50:49,2017-11-28,12,1
1000228,1870291,2858794,点击,1511873542,2017-11-28 12:52:22,2017-11-28,12,1
1000228,886690,330316,点击,1511873543,2017-11-28 12:52:23,2017-11-28,12,1
1000228,938633,330316,点击,1511873605,2017-11-28 12:53:25,2017-11-28,12,1
1000228,886690,330316,点击,1511874153,2017-11-28 13:02:33,2017-11-28,13,1
1000228,4599522,2920476,点击,1511875223,2017-11-28 13:20:23,2017-11-28,13,1
1000228,2397953,2920476,点击,1511875268,2017-11-28 13:21:08,2017-11-28,13,1
1000228,4599522,2920476,点击,1511875364,2017-11-28 13:22:44,2017-11-28,13,1
1000228,4437016,1859277,点击,1511875447,2017-11-28 13:24:07,2017-11-28,13,1
1000228,329628,1859277,点击,1511875572,2017-11-28 13:26:12,2017-11-28,13,1
1000228,4109507,2920476,点击,1511875695,2017-11-28 13:28:15,2017-11-28,13,1
1000228,4246195,2920476,点击,1511875779,2017-11-28 13:29:39,2017-11-28,13,1
1000228,1560516,2920476,点击,1511875820,2017-11-28 13:30:20,2017-11-28,13,1
1000228,270703,2920476,点击,1511875875,2017-11-28 13:31:15,2017-11-28,13,1
1000228,5133976,4801426,点击,1511875894,2017-11-28 13:31:34,2017-11-28,13,1
1000228,4823814,2920476,点击,1511875905,2017-11-28 13:31:45,2017-11-28,13,1
1000228,4437016,1859277,点击,1511875949,2017-11-28 13:32:29,2017-11-28,13,1
1000228,1890665,1859277,点击,1511876076,2017-11-28 13:34:36,2017-11-28,13,1
1000228,779504,1859277,点击,1511876098,2017-11-28 13:34:58,2017-11-28,13,1
1000228,4983592,1859277,点击,1511876133,2017-11-28 13:35:33,2017-11-28,13,1
1000228,4354153,1859277,点击,1511876253,2017-11-28 13:37:33,2017-11-28,13,1
1000228,1158742,1859277,点击,1511876262,2017-11-28 13:37:42,2017-11-28,13,1
1000228,2162532,1859277,点击,1511876331,2017-11-28 13:38:51,2017-11-28,13,1
1000228,3060779,1859277,点击,1511876408,2017-11-28 13:40:08,2017-11-28,13,1
1000228,329628,1859277,点击,1511876609,2017-11-28 13:43:29,2017-11-28,13,1
1000228,4437016,1859277,点击,1511876665,2017-11-28 13:44:25,2017-11-28,13,1
1000228,1760363,4801426,点击,1511876769,2017-11-28 13:46:09,2017-11-28,13,1
1000228,5110762,149192,点击,1511876827,2017-11-28 13:47:07,2017-11-28,13,1
1000228,4686539,149192,点击,1511876882,2017-11-28 13:48:02,2017-11-28,13,1
1000228,683387,1320293,点击,1511877626,2017-11-28 14:00:26,2017-11-28,14,1
1000228,4261334,982926,点击,1511877786,2017-11-28 14:03:06,2017-11-28,14,1
1000228,1024736,1320293,点击,1511877877,2017-11-28 14:04:37,2017-11-28,14,1
1000228,4826576,982926,点击,1511877952,2017-11-28 14:05:52,2017-11-28,14,1
1000228,704595,982926,点击,1511877985,2017-11-28 14:06:25,2017-11-28,14,1
1000228,144409,1320293,点击,1511878005,2017-11-28 14:06:45,2017-11-28,14,1
1000228,329628,1859277,点击,1511878068,2017-11-28 14:07:48,2017-11-28,14,1
1000228,4323301,2877672,点击,1511878663,2017-11-28 14:17:43,2017-11-28,14,1
1000228,56543,982926,点击,1511879327,2017-11-28 14:28:47,2017-11-28,14,1
1000228,2177760,1320293,点击,1511879404,2017-11-28 14:30:04,2017-11-28,14,1
1000228,329628,1859277,购买,1511879601,2017-11-28 14:33:21,2017-11-28,14,1
1000228,1718588,4339722,点击,1511879752,2017-11-28 14:35:52,2017-11-28,14,1
1000228,2285833,4339722,点击,1511879835,2017-11-28 14:37:15,2017-11-28,14,1
1000228,2768531,4339722,点击,1511879901,2017-11-28 14:38:21,2017-11-28,14,1
1000228,4274633,4339722,点击,1511880010,2017-11-28 14:40:10,2017-11-28,14,1
1000228,3250605,4339722,点击,1511880057,2017-11-28 14:40:57,2017-11-28,14,1
1000228,1949551,4339722,点击,1511880063,2017-11-28 14:41:03,2017-11-28,14,1
1000228,1304452,4339722,点击,1511880100,2017-11-28 14:41:40,2017-11-28,14,1
1000228,1008152,4339722,点击,1511880107,2017-11-28 14:41:47,2017-11-28,14,1
1000228,2840230,4339722,点击,1511880120,2017-11-28 14:42:00,2017-11-28,14,1
1000228,2709813,1792277,点击,1511880171,2017-11-28 14:42:51,2017-11-28,14,1
1000228,2357754,4339722,点击,1511880197,2017-11-28 14:43:17,2017-11-28,14,1
1000228,2840230,4339722,点击,1511880209,2017-11-28 14:43:29,2017-11-28,14,1
1000228,4976470,4339722,点击,1511880320,2017-11-28 14:45:20,2017-11-28,14,1
1000228,3951271,4339722,点击,1511880359,2017-11-28 14:45:59,2017-11-28,14,1
1000228,521388,4339722,加购,1511880499,2017-11-28 14:48:19,2017-11-28,14,1
1000228,3176763,4339722,点击,1511880583,2017-11-28 14:49:43,2017-11-28,14,1
1000228,3112794,4339722,点击,1511880658,2017-11-28 14:50:58,2017-11-28,14,1
1000228,795033,4339722,点击,1511880693,2017-11-28 14:51:33,2017-11-28,14,1
1000228,1432343,4339722,点击,1511880751,2017-11-28 14:52:31,2017-11-28,14,1
1000228,5054411,4339722,点击,1511880841,2017-11-28 14:54:01,2017-11-28,14,1
1000228,1496262,4339722,点击,1511880863,2017-11-28 14:54:23,2017-11-28,14,1
1000228,3768502,4339722,点击,1511880881,2017-11-28 14:54:41,2017-11-28,14,1
1000228,41897,3738615,点击,1511880885,2017-11-28 14:54:45,2017-11-28,14,1
1000228,3768502,4339722,加购,1511880907,2017-11-28 14:55:07,2017-11-28,14,1
1000228,4313141,4339722,点击,1511880965,2017-11-28 14:56:05,2017-11-28,14,1
1000228,1986707,4339722,点击,1511881084,2017-11-28 14:58:04,2017-11-28,14,1
1000228,2129824,4339722,点击,1511881131,2017-11-28 14:58:51,2017-11-28,14,1
1000228,1838103,4339722,点击,1511881144,2017-11-28 14:59:04,2017-11-28,14,1
1000228,1814314,4339722,点击,1511881397,2017-11-28 15:03:17,2017-11-28,15,1
1000228,286333,4339722,点击,1511881428,2017-11-28 15:03:48,2017-11-28,15,1
1000228,2458617,4339722,点击,1511881567,2017-11-28 15:06:07,2017-11-28,15,1
1000228,2610527,4339722,点击,1511881729,2017-11-28 15:08:49,2017-11-28,15,1
1000228,2840230,4339722,点击,1511881805,2017-11-28 15:10:05,2017-11-28,15,1
1000228,3524960,4339722,点击,1511881844,2017-11-28 15:10:44,2017-11-28,15,1
1000228,1986707,4339722,点击,1511881867,2017-11-28 15:11:07,2017-11-28,15,1
1000228,418517,4339722,点击,1511881912,2017-11-28 15:11:52,2017-11-28,15,1
1000228,960121,4339722,点击,1511881923,2017-11-28 15:12:03,2017-11-28,15,1
1000228,3524960,4339722,点击,1511882068,2017-11-28 15:14:28,2017-11-28,15,1
1000228,5054411,4339722,点击,1511882114,2017-11-28 15:15:14,2017-11-28,15,1
1000228,2946003,4339722,点击,1511882206,2017-11-28 15:16:46,2017-11-28,15,1
1000228,858817,3738615,点击,1511882238,2017-11-28 15:17:18,2017-11-28,15,1
1000228,2946003,4339722,点击,1511882256,2017-11-28 15:17:36,2017-11-28,15,1
1000228,3768502,4339722,点击,1511883602,2017-11-28 15:40:02,2017-11-28,15,1
1000228,3815973,4339722,加购,1511883766,2017-11-28 15:42:46,2017-11-28,15,1
1000228,1192361,4339722,点击,1511883784,2017-11-28 15:43:04,2017-11-28,15,1
1000228,1997790,2558244,点击,1511883875,2017-11-28 15:44:35,2017-11-28,15,1
1000228,825145,3738615,点击,1511883926,2017-11-28 15:45:26,2017-11-28,15,1
1000228,1773059,2640118,点击,1511883995,2017-11-28 15:46:35,2017-11-28,15,1
1000228,2322163,2578647,点击,1511884012,2017-11-28 15:46:52,2017-11-28,15,1
1000228,4555761,886203,点击,1511884092,2017-11-28 15:48:12,2017-11-28,15,1
1000228,4109821,2558244,点击,1511884159,2017-11-28 15:49:19,2017-11-28,15,1
1000228,4758273,4339722,点击,1511884246,2017-11-28 15:50:46,2017-11-28,15,1
1000228,3514425,4339722,点击,1511884250,2017-11-28 15:50:50,2017-11-28,15,1
1000228,1270191,4339722,点击,1511884270,2017-11-28 15:51:10,2017-11-28,15,1
1000228,4565112,2361828,点击,1511884392,2017-11-28 15:53:12,2017-11-28,15,1
1000228,2338978,4339722,点击,1511884428,2017-11-28 15:53:48,2017-11-28,15,1
1000228,1346901,1467750,点击,1511884438,2017-11-28 15:53:58,2017-11-28,15,1
1000228,595542,4339722,点击,1511884487,2017-11-28 15:54:47,2017-11-28,15,1
1000228,1916556,2362370,点击,1511884612,2017-11-28 15:56:52,2017-11-28,15,1
1000228,710450,2558244,点击,1511884637,2017-11-28 15:57:17,2017-11-28,15,1
1000228,3768502,4339722,点击,1511884650,2017-11-28 15:57:30,2017-11-28,15,1
1000228,595542,4339722,点击,1511884831,2017-11-28 16:00:31,2017-11-28,16,1
1000228,3815973,4339722,点击,1511884841,2017-11-28 16:00:41,2017-11-28,16,1
1000228,1192361,4339722,点击,1511884857,2017-11-28 16:00:57,2017-11-28,16,1
1000228,710981,4339722,点击,1511884914,2017-11-28 16:01:54,2017-11-28,16,1
1000228,2540668,4339722,点击,1511884944,2017-11-28 16:02:24,2017-11-28,16,1
1000228,1796742,3720767,点击,1511884963,2017-11-28 16:02:43,2017-11-28,16,1
1000228,2540668,4339722,点击,1511884965,2017-11-28 16:02:45,2017-11-28,16,1
1000228,2255232,3720767,点击,1511884978,2017-11-28 16:02:58,2017-11-28,16,1
1000228,3913909,4339722,点击,1511884983,2017-11-28 16:03:03,2017-11-28,16,1
1000228,3153137,2558244,点击,1511885054,2017-11-28 16:04:14,2017-11-28,16,1
1000228,3815973,4339722,点击,1511885092,2017-11-28 16:04:52,2017-11-28,16,1
1000228,2472136,4339722,点击,1511921191,2017-11-29 02:06:31,2017-11-29,2,2
1000228,3815973,4339722,点击,1511921354,2017-11-29 02:09:14,2017-11-29,2,2
1000228,521388,4339722,点击,1511921443,2017-11-29 02:10:43,2017-11-29,2,2
1000228,3900837,1080785,点击,1511926855,2017-11-29 03:40:55,2017-11-29,3,2
1000228,1782069,4756105,点击,1511926865,2017-11-29 03:41:05,2017-11-29,3,2
1000228,2992125,1080785,点击,1511926873,2017-11-29 03:41:13,2017-11-29,3,2
1000228,3761306,1080785,点击,1511926881,2017-11-29 03:41:21,2017-11-29,3,2
1000228,2179025,1080785,点击,1511927107,2017-11-29 03:45:07,2017-11-29,3,2
1000228,3040486,4756105,点击,1511927167,2017-11-29 03:46:07,2017-11-29,3,2
1000228,365192,4756105,点击,1511927178,2017-11-29 03:46:18,2017-11-29,3,2
1000228,1008330,4756105,点击,1511927229,2017-11-29 03:47:09,2017-11-29,3,2
1000228,3177686,2640118,点击,1511928605,2017-11-29 04:10:05,2017-11-29,4,2
1000228,3237004,2640118,点击,1511930155,2017-11-29 04:35:55,2017-11-29,4,2
1000228,3815973,4339722,购买,1511940698,2017-11-29 07:31:38,2017-11-29,7,2
1000228,4706681,4138583,购买,1512015806,2017-11-30 04:23:26,2017-11-30,4,3
1000228,2609625,1080785,点击,1512061865,2017-11-30 17:11:05,2017-11-30,17,3
